predictor,VarPrcIncMSE,metric,region_rf,kfold
maxstorage_af,16.063732700958134,zeroflowfirst,Western Mountains,4
normstorage_af,16.79370661774695,zeroflowfirst,Western Mountains,4
p.pet_cy.previous,21.376980778689898,zeroflowfirst,Western Mountains,4
p_mm_cy.previous,21.673319924503886,zeroflowfirst,Western Mountains,4
permave,17.69325159648748,zeroflowfirst,Western Mountains,4
pet_mm_amj,23.767427845638473,zeroflowfirst,Western Mountains,4
porosity,14.833669179916015,zeroflowfirst,Western Mountains,4
sandave,17.755890516022294,zeroflowfirst,Western Mountains,4
siltave,16.72511330820098,zeroflowfirst,Western Mountains,4
slope_pct,16.416919088241933,zeroflowfirst,Western Mountains,4
storage_m,11.848118545450136,zeroflowfirst,Western Mountains,4
topwet,17.28353089856865,zeroflowfirst,Western Mountains,4
wuse_mm,21.08961246872228,zeroflowfirst,Western Mountains,4
drain_sqkm,13.612126605030229,zeroflowfirst,Western Mountains,5
lulc_barren_prc,21.84309919457867,zeroflowfirst,Western Mountains,5
lulc_forest_prc,29.462086236631723,zeroflowfirst,Western Mountains,5
lulc_grass_prc,21.954881742206425,zeroflowfirst,Western Mountains,5
lulc_water_prc,22.465149316201703,zeroflowfirst,Western Mountains,5
maxstorage_af,15.37637190342668,zeroflowfirst,Western Mountains,5
normstorage_af,17.82440540173301,zeroflowfirst,Western Mountains,5
p.pet_cy.previous,25.862026197944818,zeroflowfirst,Western Mountains,5
p_mm_cy.previous,22.842282853252737,zeroflowfirst,Western Mountains,5
permave,20.4345754856268,zeroflowfirst,Western Mountains,5
pet_mm_amj,25.795028408894254,zeroflowfirst,Western Mountains,5
porosity,16.2119812111233,zeroflowfirst,Western Mountains,5
sandave,18.29957928107672,zeroflowfirst,Western Mountains,5
siltave,19.14695133930236,zeroflowfirst,Western Mountains,5
slope_pct,17.13057575784006,zeroflowfirst,Western Mountains,5
storage_m,16.57645286293009,zeroflowfirst,Western Mountains,5
topwet,17.231692146222354,zeroflowfirst,Western Mountains,5
wuse_mm,21.769680374569297,zeroflowfirst,Western Mountains,5
depth_bedrock_m,27.01773647762413,peak2z_length,National,1
drain_sqkm,28.960863593516418,peak2z_length,National,1
elev_mean_m_basin,18.379303210849265,peak2z_length,National,1
irrig_prc,31.359665219225963,peak2z_length,National,1
lulc_ag_prc,32.513377600181926,peak2z_length,National,1
lulc_barren_prc,29.79844512311224,peak2z_length,National,1
lulc_dev_prc,34.4348679694121,peak2z_length,National,1
lulc_forest_prc,31.754954188060104,peak2z_length,National,1
lulc_grass_prc,28.633592957802396,peak2z_length,National,1
lulc_water_prc,35.015282505767765,peak2z_length,National,1
lulc_wetland_prc,29.855845176526554,peak2z_length,National,1
majordams_n,13.839647110217856,peak2z_length,National,1
maxstorage_af,21.03965389855896,peak2z_length,National,1
normstorage_af,19.46714737939667,peak2z_length,National,1
porosity,29.159443403768623,peak2z_length,National,1
slope_pct,22.387179149620508,peak2z_length,National,1
storage_m,21.154395706183916,peak2z_length,National,1
wuse_mm,38.84170464088788,peak2z_length,National,1
depth_bedrock_m,18.786012748548146,peak2z_length,National,2
drain_sqkm,31.973519707527355,peak2z_length,National,2
elev_mean_m_basin,21.545317720530043,peak2z_length,National,2
irrig_prc,19.665171156189068,peak2z_length,National,2
lulc_ag_prc,32.43337491716559,peak2z_length,National,2
lulc_barren_prc,27.780734449362065,peak2z_length,National,2
lulc_dev_prc,35.19087785874376,peak2z_length,National,2
lulc_forest_prc,36.91440172192729,peak2z_length,National,2
lulc_grass_prc,29.813158935382198,peak2z_length,National,2
lulc_water_prc,32.68455357671892,peak2z_length,National,2
lulc_wetland_prc,31.05070436470832,peak2z_length,National,2
majordams_n,16.59463941076695,peak2z_length,National,2
maxstorage_af,21.3704950753108,peak2z_length,National,2
normstorage_af,20.399522249957215,peak2z_length,National,2
porosity,27.379866965480105,peak2z_length,National,2
slope_pct,16.8184183952871,peak2z_length,National,2
storage_m,18.621000997544147,peak2z_length,National,2
wuse_mm,30.6925028993439,peak2z_length,National,2
depth_bedrock_m,19.69126041157247,peak2z_length,National,3
drain_sqkm,32.94545857044279,peak2z_length,National,3
elev_mean_m_basin,20.657339635165183,peak2z_length,National,3
irrig_prc,31.27054388094453,peak2z_length,National,3
lulc_ag_prc,26.340108059882684,peak2z_length,National,3
lulc_barren_prc,30.145823583749177,peak2z_length,National,3
lulc_dev_prc,36.670806205173314,peak2z_length,National,3
lulc_forest_prc,33.889792112668275,peak2z_length,National,3
lulc_grass_prc,30.89437493847973,peak2z_length,National,3
lulc_water_prc,28.792767362227426,peak2z_length,National,3
lulc_wetland_prc,31.983763414661585,peak2z_length,National,3
majordams_n,17.392385698943443,peak2z_length,National,3
maxstorage_af,22.124537034474915,peak2z_length,National,3
normstorage_af,22.07294992407018,peak2z_length,National,3
porosity,29.487049632281067,peak2z_length,National,3
slope_pct,16.610918090535606,peak2z_length,National,3
storage_m,22.766278175755744,peak2z_length,National,3
wuse_mm,31.863177382634273,peak2z_length,National,3
depth_bedrock_m,27.898351154071165,peak2z_length,National,4
drain_sqkm,33.01985009556751,peak2z_length,National,4
elev_mean_m_basin,27.84818076691191,peak2z_length,National,4
irrig_prc,23.490560249411224,peak2z_length,National,4
lulc_ag_prc,29.772163507716872,peak2z_length,National,4
lulc_barren_prc,27.899236467828544,peak2z_length,National,4
lulc_dev_prc,39.387492720493704,peak2z_length,National,4
lulc_forest_prc,37.57676947583712,peak2z_length,National,4
lulc_grass_prc,30.88001696330631,peak2z_length,National,4
lulc_water_prc,34.03639603835313,peak2z_length,National,4
lulc_wetland_prc,32.84984564579144,peak2z_length,National,4
majordams_n,16.304586457358575,peak2z_length,National,4
maxstorage_af,26.010574831515484,peak2z_length,National,4
normstorage_af,26.649934960722156,peak2z_length,National,4
porosity,28.995175515131688,peak2z_length,National,4
slope_pct,21.72350467819744,peak2z_length,National,4
storage_m,21.77430538498293,peak2z_length,National,4
wuse_mm,34.6590230897162,peak2z_length,National,4
depth_bedrock_m,25.328729572191104,peak2z_length,National,5
drain_sqkm,27.823804907068194,peak2z_length,National,5
elev_mean_m_basin,19.412128554306044,peak2z_length,National,5
irrig_prc,30.957279046847013,peak2z_length,National,5
lulc_ag_prc,28.937929048014272,peak2z_length,National,5
lulc_barren_prc,31.52068270618553,peak2z_length,National,5
lulc_dev_prc,32.79316834554354,peak2z_length,National,5
lulc_forest_prc,29.494986698524126,peak2z_length,National,5
lulc_grass_prc,28.668698067559404,peak2z_length,National,5
lulc_water_prc,33.67552207023226,peak2z_length,National,5
lulc_wetland_prc,31.97292799410055,peak2z_length,National,5
majordams_n,15.668553471686877,peak2z_length,National,5
maxstorage_af,21.515753158234272,peak2z_length,National,5
normstorage_af,23.809238354256024,peak2z_length,National,5
porosity,27.391355635244935,peak2z_length,National,5
slope_pct,16.578607966646278,peak2z_length,National,5
storage_m,18.02016598321003,peak2z_length,National,5
wuse_mm,34.654620897876256,peak2z_length,National,5
clayave,10.613064409484528,peak2z_length,North Great Plains,1
dams_n,9.326691884741736,peak2z_length,North Great Plains,1
depth_bedrock_m,7.424762823846937,peak2z_length,North Great Plains,1
drain_sqkm,14.987114103804622,peak2z_length,North Great Plains,1
lulc_ag_prc,17.49667360515321,peak2z_length,North Great Plains,1
lulc_barren_prc,10.083903382610284,peak2z_length,North Great Plains,1
lulc_forest_prc,13.018703864960862,peak2z_length,North Great Plains,1
lulc_water_prc,16.08218859871569,peak2z_length,North Great Plains,1
lulc_wetland_prc,17.60774023253358,peak2z_length,North Great Plains,1
majordams_n,9.495954402327873,peak2z_length,North Great Plains,1
maxstorage_af,12.228942903893078,peak2z_length,North Great Plains,1
normstorage_af,10.655736947139077,peak2z_length,North Great Plains,1
permave,12.606873009450222,peak2z_length,North Great Plains,1
porosity,13.933888782876378,peak2z_length,North Great Plains,1
sandave,8.003417557743564,peak2z_length,North Great Plains,1
siltave,11.98875598931976,peak2z_length,North Great Plains,1
storage_m,6.996571701843835,peak2z_length,North Great Plains,1
topwet,8.818482026950328,peak2z_length,North Great Plains,1
clayave,10.86679402607866,peak2z_length,North Great Plains,2
dams_n,7.278247305815405,peak2z_length,North Great Plains,2
depth_bedrock_m,6.15881746607618,peak2z_length,North Great Plains,2
drain_sqkm,13.203802982914768,peak2z_length,North Great Plains,2
lulc_ag_prc,11.709577263688113,peak2z_length,North Great Plains,2
lulc_barren_prc,11.468780811528399,peak2z_length,North Great Plains,2
lulc_forest_prc,12.233514388374472,peak2z_length,North Great Plains,2
lulc_water_prc,15.088727531819112,peak2z_length,North Great Plains,2
lulc_wetland_prc,12.651328228521242,peak2z_length,North Great Plains,2
majordams_n,5.88477410200634,peak2z_length,North Great Plains,2
maxstorage_af,9.910125539915837,peak2z_length,North Great Plains,2
normstorage_af,9.635665235845655,peak2z_length,North Great Plains,2
permave,11.806181117654942,peak2z_length,North Great Plains,2
porosity,12.414519332620568,peak2z_length,North Great Plains,2
sandave,7.9741011668106205,peak2z_length,North Great Plains,2
siltave,6.564787656547292,peak2z_length,North Great Plains,2
storage_m,9.868574229703874,peak2z_length,North Great Plains,2
topwet,9.171935933706413,peak2z_length,North Great Plains,2
clayave,9.258352263247327,peak2z_length,North Great Plains,3
dams_n,7.808457039236009,peak2z_length,North Great Plains,3
depth_bedrock_m,7.627720096132059,peak2z_length,North Great Plains,3
drain_sqkm,13.613819223096732,peak2z_length,North Great Plains,3
lulc_ag_prc,16.595347618747855,peak2z_length,North Great Plains,3
lulc_barren_prc,9.068797073207493,peak2z_length,North Great Plains,3
lulc_forest_prc,13.032407492619747,peak2z_length,North Great Plains,3
lulc_water_prc,16.976724912565928,peak2z_length,North Great Plains,3
lulc_wetland_prc,15.024361353521224,peak2z_length,North Great Plains,3
majordams_n,9.356833683020366,peak2z_length,North Great Plains,3
maxstorage_af,11.534510321647149,peak2z_length,North Great Plains,3
normstorage_af,9.29520277351119,peak2z_length,North Great Plains,3
permave,10.660739127957559,peak2z_length,North Great Plains,3
porosity,13.951916124850063,peak2z_length,North Great Plains,3
sandave,8.542781825649259,peak2z_length,North Great Plains,3
siltave,10.295357458708464,peak2z_length,North Great Plains,3
storage_m,8.75366547564418,peak2z_length,North Great Plains,3
topwet,9.510450565711716,peak2z_length,North Great Plains,3
clayave,12.957413658085283,peak2z_length,North Great Plains,4
dams_n,9.494669046043438,peak2z_length,North Great Plains,4
depth_bedrock_m,6.8528253681831695,peak2z_length,North Great Plains,4
drain_sqkm,12.443134555493527,peak2z_length,North Great Plains,4
lulc_ag_prc,16.797048010130144,peak2z_length,North Great Plains,4
lulc_barren_prc,12.686334242188575,peak2z_length,North Great Plains,4
lulc_forest_prc,12.343735134715793,peak2z_length,North Great Plains,4
lulc_water_prc,14.237358311718749,peak2z_length,North Great Plains,4
lulc_wetland_prc,16.0872022957932,peak2z_length,North Great Plains,4
majordams_n,7.387527755801076,peak2z_length,North Great Plains,4
maxstorage_af,12.25946722706398,peak2z_length,North Great Plains,4
normstorage_af,9.911089682866056,peak2z_length,North Great Plains,4
permave,10.839065636922612,peak2z_length,North Great Plains,4
porosity,11.133231575985434,peak2z_length,North Great Plains,4
sandave,9.146797164717938,peak2z_length,North Great Plains,4
siltave,7.891699930357314,peak2z_length,North Great Plains,4
storage_m,8.013561355826416,peak2z_length,North Great Plains,4
topwet,8.594473336619538,peak2z_length,North Great Plains,4
clayave,9.289905568635115,peak2z_length,North Great Plains,5
dams_n,7.477846025425614,peak2z_length,North Great Plains,5
depth_bedrock_m,8.384137992279923,peak2z_length,North Great Plains,5
drain_sqkm,9.448726828416527,peak2z_length,North Great Plains,5
lulc_ag_prc,11.035087196037104,peak2z_length,North Great Plains,5
lulc_barren_prc,13.22199005510241,peak2z_length,North Great Plains,5
lulc_forest_prc,13.647793293428908,peak2z_length,North Great Plains,5
lulc_water_prc,14.616645074485922,peak2z_length,North Great Plains,5
lulc_wetland_prc,16.182112299563816,peak2z_length,North Great Plains,5
majordams_n,8.412568121652546,peak2z_length,North Great Plains,5
maxstorage_af,12.12647214311397,peak2z_length,North Great Plains,5
normstorage_af,9.703798389945472,peak2z_length,North Great Plains,5
permave,13.555896356461634,peak2z_length,North Great Plains,5
porosity,10.071159020198534,peak2z_length,North Great Plains,5
sandave,6.88939957599621,peak2z_length,North Great Plains,5
siltave,7.440311613687183,peak2z_length,North Great Plains,5
storage_m,7.99642666353741,peak2z_length,North Great Plains,5
topwet,11.070321260659515,peak2z_length,North Great Plains,5
depth_bedrock_m,17.95580345994114,peak2z_length,Mediterranean California,1
drain_sqkm,16.59121256404757,peak2z_length,Mediterranean California,1
irrig_prc,21.175107119691233,peak2z_length,Mediterranean California,1
lulc_ag_prc,22.919361111499217,peak2z_length,Mediterranean California,1
lulc_barren_prc,18.12362793221409,peak2z_length,Mediterranean California,1
lulc_dev_prc,18.136917338552095,peak2z_length,Mediterranean California,1
lulc_forest_prc,18.58257424833129,peak2z_length,Mediterranean California,1
lulc_grass_prc,20.026768495458835,peak2z_length,Mediterranean California,1
lulc_water_prc,16.585798851018414,peak2z_length,Mediterranean California,1
permave,17.009197517136716,peak2z_length,Mediterranean California,1
porosity,11.463789380644062,peak2z_length,Mediterranean California,1
sandave,13.128898902629528,peak2z_length,Mediterranean California,1
siltave,14.461653897796994,peak2z_length,Mediterranean California,1
storage_m,12.938437174832666,peak2z_length,Mediterranean California,1
T_max_c_jas,17.334577386900502,peak2z_length,Mediterranean California,1
T_max_c_jas.previous,18.54503117884343,peak2z_length,Mediterranean California,1
topwet,14.121944502657406,peak2z_length,Mediterranean California,1
wuse_mm,20.31913695795454,peak2z_length,Mediterranean California,1
depth_bedrock_m,12.915722381780926,peak2z_length,Mediterranean California,2
drain_sqkm,15.975368935643107,peak2z_length,Mediterranean California,2
irrig_prc,17.37344865521442,peak2z_length,Mediterranean California,2
lulc_ag_prc,15.367897621721246,peak2z_length,Mediterranean California,2
lulc_barren_prc,16.348392094670974,peak2z_length,Mediterranean California,2
lulc_dev_prc,19.684647421705737,peak2z_length,Mediterranean California,2
lulc_forest_prc,17.21052272459673,peak2z_length,Mediterranean California,2
lulc_grass_prc,16.5875700563036,peak2z_length,Mediterranean California,2
lulc_water_prc,17.56189061372112,peak2z_length,Mediterranean California,2
permave,12.840565509775852,peak2z_length,Mediterranean California,2
porosity,13.331121549021791,peak2z_length,Mediterranean California,2
sandave,7.899948858016729,peak2z_length,Mediterranean California,2
siltave,12.503876950418414,peak2z_length,Mediterranean California,2
storage_m,12.689059537072378,peak2z_length,Mediterranean California,2
T_max_c_jas,18.462011008937758,peak2z_length,Mediterranean California,2
T_max_c_jas.previous,20.49499488029722,peak2z_length,Mediterranean California,2
topwet,12.794253919411965,peak2z_length,Mediterranean California,2
wuse_mm,27.96648390301924,peak2z_length,Mediterranean California,2
depth_bedrock_m,17.348713271096326,peak2z_length,Mediterranean California,3
drain_sqkm,15.112003002978472,peak2z_length,Mediterranean California,3
irrig_prc,20.44685611156399,peak2z_length,Mediterranean California,3
lulc_ag_prc,20.936870929026114,peak2z_length,Mediterranean California,3
lulc_barren_prc,20.786338358952225,peak2z_length,Mediterranean California,3
lulc_dev_prc,21.50625834585231,peak2z_length,Mediterranean California,3
lulc_forest_prc,21.550795108993405,peak2z_length,Mediterranean California,3
lulc_grass_prc,20.161302345333482,peak2z_length,Mediterranean California,3
lulc_water_prc,21.344628045965344,peak2z_length,Mediterranean California,3
permave,13.838495997551224,peak2z_length,Mediterranean California,3
porosity,11.19315310413799,peak2z_length,Mediterranean California,3
sandave,14.732268662129561,peak2z_length,Mediterranean California,3
siltave,13.183057296630764,peak2z_length,Mediterranean California,3
storage_m,18.067371624902517,peak2z_length,Mediterranean California,3
T_max_c_jas,18.714958343763247,peak2z_length,Mediterranean California,3
T_max_c_jas.previous,17.875841111204373,peak2z_length,Mediterranean California,3
topwet,16.946474629807863,peak2z_length,Mediterranean California,3
wuse_mm,30.408536790702637,peak2z_length,Mediterranean California,3
depth_bedrock_m,19.19361893189337,peak2z_length,Mediterranean California,4
drain_sqkm,15.85759938140581,peak2z_length,Mediterranean California,4
irrig_prc,22.865837253258757,peak2z_length,Mediterranean California,4
lulc_ag_prc,15.487555616104206,peak2z_length,Mediterranean California,4
lulc_barren_prc,18.995363765258908,peak2z_length,Mediterranean California,4
lulc_dev_prc,18.56369828811046,peak2z_length,Mediterranean California,4
lulc_forest_prc,15.971096742976382,peak2z_length,Mediterranean California,4
lulc_grass_prc,18.173229513862136,peak2z_length,Mediterranean California,4
lulc_water_prc,18.24493996643433,peak2z_length,Mediterranean California,4
permave,16.346613372071307,peak2z_length,Mediterranean California,4
porosity,12.675277698114805,peak2z_length,Mediterranean California,4
sandave,12.55319111425148,peak2z_length,Mediterranean California,4
siltave,14.604482680971735,peak2z_length,Mediterranean California,4
storage_m,11.63570572255923,peak2z_length,Mediterranean California,4
T_max_c_jas,20.15300351785572,peak2z_length,Mediterranean California,4
T_max_c_jas.previous,18.71577515232525,peak2z_length,Mediterranean California,4
topwet,13.557398878204117,peak2z_length,Mediterranean California,4
wuse_mm,22.52917511048099,peak2z_length,Mediterranean California,4
depth_bedrock_m,15.71973946884586,peak2z_length,Mediterranean California,5
drain_sqkm,18.554128887136507,peak2z_length,Mediterranean California,5
irrig_prc,24.178654092874623,peak2z_length,Mediterranean California,5
lulc_ag_prc,19.794679509086,peak2z_length,Mediterranean California,5
lulc_barren_prc,21.657853765391803,peak2z_length,Mediterranean California,5
lulc_dev_prc,21.530962893923675,peak2z_length,Mediterranean California,5
lulc_forest_prc,23.618836361944336,peak2z_length,Mediterranean California,5
lulc_grass_prc,24.250574700134216,peak2z_length,Mediterranean California,5
lulc_water_prc,20.4213518184281,peak2z_length,Mediterranean California,5
permave,14.69039300636654,peak2z_length,Mediterranean California,5
porosity,16.050312653254323,peak2z_length,Mediterranean California,5
sandave,11.55761377253686,peak2z_length,Mediterranean California,5
siltave,11.618540072265308,peak2z_length,Mediterranean California,5
storage_m,15.392769567740231,peak2z_length,Mediterranean California,5
T_max_c_jas,21.72978684019152,peak2z_length,Mediterranean California,5
T_max_c_jas.previous,18.433694348882014,peak2z_length,Mediterranean California,5
topwet,12.937261329602464,peak2z_length,Mediterranean California,5
wuse_mm,28.670602509814714,peak2z_length,Mediterranean California,5
dams_n,9.994528434238873,peak2z_length,South Great Plains,1
depth_bedrock_m,10.212188234600196,peak2z_length,South Great Plains,1
drain_sqkm,13.197608135287066,peak2z_length,South Great Plains,1
irrig_prc,23.38533200154461,peak2z_length,South Great Plains,1
lulc_ag_prc,20.917380985973768,peak2z_length,South Great Plains,1
lulc_forest_prc,15.415425314896362,peak2z_length,South Great Plains,1
lulc_grass_prc,20.691113862867514,peak2z_length,South Great Plains,1
lulc_water_prc,21.743830756051953,peak2z_length,South Great Plains,1
lulc_wetland_prc,20.795737832772755,peak2z_length,South Great Plains,1
majordams_n,5.883234288197749,peak2z_length,South Great Plains,1
maxstorage_af,9.91302313166687,peak2z_length,South Great Plains,1
normstorage_af,10.013416352455563,peak2z_length,South Great Plains,1
porosity,15.377424160401523,peak2z_length,South Great Plains,1
siltave,16.67103802197843,peak2z_length,South Great Plains,1
slope_pct,24.418128159125068,peak2z_length,South Great Plains,1
storage_m,12.975617792633955,peak2z_length,South Great Plains,1
topwet,14.473452117295235,peak2z_length,South Great Plains,1
wuse_mm,19.26138881180571,peak2z_length,South Great Plains,1
dams_n,11.509212013262221,peak2z_length,South Great Plains,2
depth_bedrock_m,15.772049043638917,peak2z_length,South Great Plains,2
drain_sqkm,14.04901073831526,peak2z_length,South Great Plains,2
irrig_prc,9.5519708578152,peak2z_length,South Great Plains,2
lulc_ag_prc,16.47165029606791,peak2z_length,South Great Plains,2
lulc_forest_prc,14.918096701110182,peak2z_length,South Great Plains,2
lulc_grass_prc,18.017752001974078,peak2z_length,South Great Plains,2
lulc_water_prc,12.632856432267607,peak2z_length,South Great Plains,2
lulc_wetland_prc,18.951246663860214,peak2z_length,South Great Plains,2
majordams_n,15.028001483127278,peak2z_length,South Great Plains,2
maxstorage_af,9.512204830219503,peak2z_length,South Great Plains,2
normstorage_af,12.076658707072568,peak2z_length,South Great Plains,2
porosity,11.016401429254175,peak2z_length,South Great Plains,2
siltave,13.782680383505792,peak2z_length,South Great Plains,2
slope_pct,18.606637165662875,peak2z_length,South Great Plains,2
storage_m,16.13107867814971,peak2z_length,South Great Plains,2
topwet,16.868530055995727,peak2z_length,South Great Plains,2
wuse_mm,10.797365310344048,peak2z_length,South Great Plains,2
dams_n,15.229104696619991,peak2z_length,South Great Plains,3
depth_bedrock_m,9.401975178345175,peak2z_length,South Great Plains,3
drain_sqkm,18.649726844362064,peak2z_length,South Great Plains,3
irrig_prc,15.5996825335601,peak2z_length,South Great Plains,3
lulc_ag_prc,18.858677604274785,peak2z_length,South Great Plains,3
lulc_forest_prc,17.81130934771491,peak2z_length,South Great Plains,3
lulc_grass_prc,18.68818320851437,peak2z_length,South Great Plains,3
lulc_water_prc,12.402431686744137,peak2z_length,South Great Plains,3
lulc_wetland_prc,17.93404267262201,peak2z_length,South Great Plains,3
majordams_n,11.229429006992296,peak2z_length,South Great Plains,3
maxstorage_af,12.439385134463585,peak2z_length,South Great Plains,3
normstorage_af,14.763382203041937,peak2z_length,South Great Plains,3
porosity,19.14053012133565,peak2z_length,South Great Plains,3
siltave,16.514285661036883,peak2z_length,South Great Plains,3
slope_pct,17.105026116947382,peak2z_length,South Great Plains,3
storage_m,9.271969720742554,peak2z_length,South Great Plains,3
topwet,17.80001706427537,peak2z_length,South Great Plains,3
wuse_mm,20.65634818633356,peak2z_length,South Great Plains,3
dams_n,11.41160932457693,peak2z_length,South Great Plains,4
depth_bedrock_m,10.25486905408647,peak2z_length,South Great Plains,4
drain_sqkm,14.183736628045692,peak2z_length,South Great Plains,4
irrig_prc,14.441004951703823,peak2z_length,South Great Plains,4
lulc_ag_prc,18.79937031551129,peak2z_length,South Great Plains,4
lulc_forest_prc,17.976492811244466,peak2z_length,South Great Plains,4
lulc_grass_prc,17.72222823796484,peak2z_length,South Great Plains,4
lulc_water_prc,14.034705416099161,peak2z_length,South Great Plains,4
lulc_wetland_prc,16.84966479758683,peak2z_length,South Great Plains,4
majordams_n,11.334787891610624,peak2z_length,South Great Plains,4
maxstorage_af,10.755152978238884,peak2z_length,South Great Plains,4
normstorage_af,9.25765029589821,peak2z_length,South Great Plains,4
porosity,13.85309605677238,peak2z_length,South Great Plains,4
siltave,17.245309171781713,peak2z_length,South Great Plains,4
slope_pct,13.058369389294096,peak2z_length,South Great Plains,4
storage_m,10.147276140102631,peak2z_length,South Great Plains,4
topwet,10.84271666229236,peak2z_length,South Great Plains,4
wuse_mm,19.302067684676867,peak2z_length,South Great Plains,4
dams_n,19.333458369081264,peak2z_length,South Great Plains,5
depth_bedrock_m,17.48776475164636,peak2z_length,South Great Plains,5
drain_sqkm,15.69632291954968,peak2z_length,South Great Plains,5
irrig_prc,17.53458522285001,peak2z_length,South Great Plains,5
lulc_ag_prc,14.455303015128028,peak2z_length,South Great Plains,5
lulc_forest_prc,15.160613015232217,peak2z_length,South Great Plains,5
lulc_grass_prc,16.812779836626344,peak2z_length,South Great Plains,5
lulc_water_prc,21.32088996142996,peak2z_length,South Great Plains,5
lulc_wetland_prc,18.959118283161764,peak2z_length,South Great Plains,5
majordams_n,13.302818804245396,peak2z_length,South Great Plains,5
maxstorage_af,15.517839002114387,peak2z_length,South Great Plains,5
normstorage_af,14.536589987633409,peak2z_length,South Great Plains,5
porosity,21.563023525881604,peak2z_length,South Great Plains,5
siltave,23.421897856923557,peak2z_length,South Great Plains,5
slope_pct,18.79586255880814,peak2z_length,South Great Plains,5
storage_m,20.537580764159124,peak2z_length,South Great Plains,5
topwet,12.694560070031802,peak2z_length,South Great Plains,5
wuse_mm,16.536255381334385,peak2z_length,South Great Plains,5
dams_n,14.33980024351957,peak2z_length,Western Desert,1
drain_sqkm,8.38740178831379,peak2z_length,Western Desert,1
lulc_forest_prc,12.517600699369895,peak2z_length,Western Desert,1
lulc_grass_prc,11.443561816663133,peak2z_length,Western Desert,1
lulc_water_prc,7.502147403854329,peak2z_length,Western Desert,1
lulc_wetland_prc,12.931671160258905,peak2z_length,Western Desert,1
majordams_n,9.772890498919477,peak2z_length,Western Desert,1
maxstorage_af,8.03768802404088,peak2z_length,Western Desert,1
normstorage_af,9.88562750325001,peak2z_length,Western Desert,1
p.pet_jas.previous,9.541176960143398,peak2z_length,Western Desert,1
p_mm_jas,7.532595313116215,peak2z_length,Western Desert,1
p_mm_jas.previous,9.755331325972241,peak2z_length,Western Desert,1
permave,15.870945406816048,peak2z_length,Western Desert,1
pet_mm_ond.previous,11.805090570396876,peak2z_length,Western Desert,1
slope_pct,14.109016908119719,peak2z_length,Western Desert,1
T_max_c_amj.previous,12.009924575502538,peak2z_length,Western Desert,1
T_max_c_cy.previous,15.622681897457271,peak2z_length,Western Desert,1
topwet,7.19132654042807,peak2z_length,Western Desert,1
dams_n,11.209778743966035,peak2z_length,Western Desert,2
drain_sqkm,10.817392303314598,peak2z_length,Western Desert,2
lulc_forest_prc,12.860754926471504,peak2z_length,Western Desert,2
lulc_grass_prc,10.057672277651303,peak2z_length,Western Desert,2
lulc_water_prc,11.69391139413977,peak2z_length,Western Desert,2
lulc_wetland_prc,9.412600711473079,peak2z_length,Western Desert,2
majordams_n,12.4722643456067,peak2z_length,Western Desert,2
maxstorage_af,10.89663342771346,peak2z_length,Western Desert,2
normstorage_af,11.246715941020227,peak2z_length,Western Desert,2
p.pet_jas.previous,9.757282469120964,peak2z_length,Western Desert,2
p_mm_jas,7.6704232166139406,peak2z_length,Western Desert,2
p_mm_jas.previous,9.55235782828027,peak2z_length,Western Desert,2
permave,12.849014266519005,peak2z_length,Western Desert,2
pet_mm_ond.previous,7.854833080527315,peak2z_length,Western Desert,2
slope_pct,17.269288939810455,peak2z_length,Western Desert,2
T_max_c_amj.previous,9.969245598404619,peak2z_length,Western Desert,2
T_max_c_cy.previous,14.02909638104011,peak2z_length,Western Desert,2
topwet,7.844447502960248,peak2z_length,Western Desert,2
dams_n,11.104739395347687,peak2z_length,Western Desert,3
drain_sqkm,5.4921087437442875,peak2z_length,Western Desert,3
lulc_forest_prc,6.314716346108781,peak2z_length,Western Desert,3
lulc_grass_prc,5.562236464033525,peak2z_length,Western Desert,3
lulc_water_prc,8.409040491791473,peak2z_length,Western Desert,3
lulc_wetland_prc,7.112334709246884,peak2z_length,Western Desert,3
majordams_n,14.172587430621409,peak2z_length,Western Desert,3
maxstorage_af,10.569076385182045,peak2z_length,Western Desert,3
normstorage_af,10.30954337691706,peak2z_length,Western Desert,3
p.pet_jas.previous,8.69709434771411,peak2z_length,Western Desert,3
p_mm_jas,9.264574290235204,peak2z_length,Western Desert,3
p_mm_jas.previous,9.39239129454343,peak2z_length,Western Desert,3
permave,10.81239055157658,peak2z_length,Western Desert,3
pet_mm_ond.previous,9.681204054897737,peak2z_length,Western Desert,3
slope_pct,19.908151318457456,peak2z_length,Western Desert,3
T_max_c_amj.previous,7.13148240397312,peak2z_length,Western Desert,3
T_max_c_cy.previous,12.43488541771637,peak2z_length,Western Desert,3
topwet,9.377181285592114,peak2z_length,Western Desert,3
dams_n,9.657623564493294,peak2z_length,Western Desert,4
drain_sqkm,9.349298423114764,peak2z_length,Western Desert,4
lulc_forest_prc,11.065776337871599,peak2z_length,Western Desert,4
lulc_grass_prc,15.971459242752688,peak2z_length,Western Desert,4
lulc_water_prc,10.251014851862319,peak2z_length,Western Desert,4
lulc_wetland_prc,9.913816095946972,peak2z_length,Western Desert,4
majordams_n,12.429424360415057,peak2z_length,Western Desert,4
maxstorage_af,13.361758855115491,peak2z_length,Western Desert,4
